req_text_1,req_text_2,consistency_label,nfr_category
system shall maintain database query response time 1 5 second 95% query,system shall not maintain database query response time 1 5 second 95% query,0,Maintainability
product shall easy customer novice skill internet purchase watch streaming movie customer able purchase watch pre determined movie 3 minute,product shall not easy customer novice skill internet purchase watch streaming movie customer able purchase watch pre determined movie 3 minute,0,Usability
select french preferred language given restaurant owner want select preferred language restaurant owner selects french new language web portal show text french,select french preferred language given restaurant owner want select preferred language restaurant owner selects not french new language web portal show text french,0,Usability
confirmed registration given restaurant owner applied verification not received confirmation e mail registration restaurant owner receives confirmation e mail restaurant owner able log,confirmed registration given restaurant owner applied not verification not received confirmation e mail registration restaurant owner receives confirmation e mail restaurant owner able log,0,Operability
product shall platform independent product shall enable access type development environment platform,product shall not platform independent product shall not enable access type development environment platform,0,Portability
unit query database data element mapping,download mobile application desc user able download mobile application either application store similar service mobile phone application free download,1,Usability
different search option evident simple easy understand,different search option not evident simple easy understand,0,Usability
product shall synchronize office system every hour,product shall not synchronize office system every hour,0,Usability
implement mechanism apply hotfixes patch without requiring system downtime,implement not mechanism apply hotfixes patch without requiring system downtime,0,Availability
design error message include actionable advice user,primary database used store cached data active user,1,Fault Tolerance
ensure form include clear label instruction,customize notification theme,1,Usability
website design modern clean concise,website design not modern clean concise,0,Look and Feel
aspect website shall accessed web browser internet,product shall built using secure coding practice prevent vulnerability,1,Portability
provide way user view manage activity history,use dynamic feature toggle enable disable feature without requiring code change redeployment,1,Usability
establish clear typography hierarchy,implement monitoring alerting scaling event,1,Usability
administrator modify list agenda rss feed available english,product shall provide gui based monitoring service system administrator shall monitor message exchange predict determine problem provide internal external support,1,Availability
data especially hard extract whatever reason manually extracted added database developer,data not especially hard extract whatever reason manually extracted added database developer,0,Usability
upon successful login user select following catalogue option use search function indicated search icon top right hand corner application,upon successful login user select following catalogue option use search function indicated search icon top right not hand corner application,0,Operability
application shall run web application server,provide detailed easily accessible help documentation,1,Usability
usage information link desc information link prominent evident usable link selecting information link take one click,usage information link desc information link prominent evident usable link selecting information link take not one click,0,Usability
system shall support real time data synchronization latency less 2 second,system shall not support real time data synchronization latency less 2 second,0,Performance
implement continuous code quality check part development pipeline maintain high standard,regularly optimize code database query,1,Maintainability
provide keyboard shortcut advanced user,not provide keyboard shortcut advanced user,0,Usability
system self capable feature auto suggest,system not self capable feature auto suggest,0,Usability
design interactive element provide immediate feedback user action,implement scalable monitoring tool,1,Look and Feel
application easily extendable maintainable able released open source application,information search method studenthandbook app restricted depending file format handbook information,1,Maintainability
theme option provide theme option e g dark mode,theme option not provide theme option e g dark mode,0,Usability
totally unstructured information ai library used programmatically extract store information possible,mobile application search price desc user able input maximum minimum price range result displayed list view default,1,Portability
gps connection desc application connected gps device,use interactive whiteboards collaborative learning,1,Portability
implement auto scaling mechanism automatically adjust resource based load,application map view stylistic style,1,Scalability
product shall include mechanism data consistency check operation,product shall not exclude mechanism data consistency check operation,0,Operability
add restaurant information given administrator logged administrator add restaurant information information added restaurant,add restaurant information given administrator logged administrator not add restaurant information information added restaurant,0,Operability
system shall include mechanism validating effectiveness fault tolerance measure periodically,system shall not include mechanism validating effectiveness fault tolerance measure periodically,0,Fault Tolerance
regularly review improve availability strategy,website must fully operational msn tv2,1,Usability
user create account security gist security creating account user system scale user want create account desired user name occupied user asked choose different user name meter measurement obtained 1000 hour usage testing must 100% time,user create account security gist security creating account user system scale user want create account desired user name occupied user not asked choose different user name meter measurement obtained 1000 hour usage testing must not 100% time,0,Performance
main menu contains launcher student handbook app dutch language selected 3 1 8,product shall ensure company employee external user company approved user id may product access 100% logons shall either company employee external user company approved user id,1,Usability
product shall include search bar support keyword auto suggestion,product shall not include search bar support keyword auto suggestion,0,Usability
select swedish preferred language given restaurant owner want select preferred language restaurant owner selects swedish new language web portal show text swedish,conduct regular audit learning content ensure relevance,1,Usability
application highly extensible term adding course calendar detail view however application general low extensibility,application highly extensible term adding course calendar detail view however not application general low extensibility,0,Usability
tu e related facebook site selected list see content list requirement ucar803,tu e related facebook site selected list see not content list requirement ucar803,0,Look and Feel
system shall include setting disable enable certain feature based user preference,filling menu field given restaurant owner want fill menu field form restaurant owner provides dish name dish description dish price restaurant owner filled menu field form,1,Usability
animation use subtle animation enhance user experience without distraction,product shall provide error log detailed information troubleshooting,1,Usability
layout shall according tu e corporate identity unless conflict guideline requirement ucor003 ucor006,layout shall not according tu e corporate identity unless conflict guideline requirement ucor003 ucor006,0,Look and Feel
security patch apply security patch promptly,typography use legible aesthetically pleasing font,1,Security
regularly perform load testing ensure system handle peak load,regularly perform not load testing ensure system handle peak load,0,Scalability
product shall security product shall provide authentication authorization,setting menu facebook user save username combination password regarding facebook,1,Security
edit existing restaurant owner given administrator logged administrator edits existing restaurant owner restaurant owner information updated,edit existing restaurant owner given administrator logged administrator edits existing restaurant owner restaurant owner information not updated,0,Maintainability
encyclopedia app started searched item shown title screen,response shall fast enough avoid interrupting user flow thought 90% task shall complete within 5 second 98% task shall complete within 8 second,1,Usability
establish clear typography hierarchy,implement maintenance scheduling system plan communicate maintenance activity effectively,1,Usability
system shall let customer register website pay go user 5 minute,product must make use web application server technology open source example include apache web server tomcat jboss application server,1,Usability
deploy application across multiple region without user needing select aware geographic location,system shall capability restart service automatically failure,1,Portability
maintain visual consistency across screen,user shall able reach add drop trade player page one click team owner page,1,Maintainability
system must use web application firewall wafs protect common web based attack,system must not use web application firewall wafs protect common web based attack,0,Usability
support multimedia content within interface,system shall let izogn manager access sale usage statistic 2 minute,1,Look and Feel
continuously monitor availability third party service integrated system,continuously monitor availability third not party service integrated system,0,Operability
product shall simulate look ship sea,use data compression reduce bandwidth usage,1,Look and Feel
product must support mozilla firefox 1 0,system shall maintain operational functionality degraded performance partial failure,1,Usability
utilize caching reduce load primary data store,conduct regular data backup ensure quick restoration case system failure,1,Scalability
use ai recommend learning resource,use ai recommend not learning resource,0,Usability
allow user customize profile,application shall process 600 000 record batch processing job,1,Usability
different search option evident simple easy understand,product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,1,Usability
use automated configuration management maintain consistency reduce manual error,system must use web application firewall wafs protect common web based attack,1,Fault Tolerance
title news item available news rss feed shown title screen,give control end user private data least delete private repository option,1,Availability
system availability gist availability system used scale average system availability not considering network failing meter measurement obtained 1000 hour usage testing must 98% time plan 99% time wish 100% time,system availability gist availability system used scale average system availability not considering network failing meter measurement obtained 1000 hour usage testing must not 98% time plan 99% time wish 100% time,0,Fault Tolerance
encyclopedia app started recent item shown title screen,encyclopedia app started not recent item shown title screen,0,Usability
adopt minimalist design approach,adopt minimalist not design approach,0,Look and Feel
1000 access system system available 999 time,1000 access system system unavailable 999 time,0,Availability
administrator change text element used user interface sub apps main app not include external resource,administrator change text element used user interface sub apps main app not exclude external resource,0,Look and Feel
application shall support 300 concurrent system integration,possible ã â å tweetã â â certain news item,1,Scalability
system shall employ error correction code maintain data integrity,system shall not employ error correction code maintain data integrity,0,Fault Tolerance
overall accuracy web apiã â â response measured using developer made testing set,overall accuracy web apiã not â â response measured using developer made testing set,0,Performance
mobile application switch result view desc user able switch map view list view search option,encryption key must managed securely periodic key rotation access limited authorized personnel,1,Usability
product shall ensure button link clickable no accidental click,product shall not ensure button link clickable no accidental click,0,Usability
system shall support failback operation restore normal operation recovery failure,ensure redundant internet connection maintain connectivity outage,1,Fault Tolerance
configuration management configuration externalized versioned,configuration management configuration not externalized versioned,0,Usability
integrate learning management system,integrate not learning management system,0,Usability
average time server respond question testing set less equal 2 second,system shall interface faculty central server,1,Performance
application respond list thumbnail image site listed oldest newest year,standard web security measure implemented,1,Usability
information search method encyclopedia app restricted service provided mediawiki tu e encyclopedia,implement resource quota prevent overuse,1,Usability
user access limited permission granted role level pcg hierarchy assigned role user assigned role access functionality within rf system dependent privilege permission assigned role,user access not limited permission granted role level pcg hierarchy assigned role user assigned role access functionality within rf system dependent privilege permission assigned role,0,Usability
system shall intuitive self explanatory,system shall reveal private information compliance organization information policy,1,Look and Feel
system shall maintain data processing speed maximum 15 000 record per minute,system shall not maintain data processing speed maximum 15 000 record per minute,0,Maintainability
deploy application across multiple region without user needing select aware geographic location,mobile application search desc given user logged mobile application first page shown search page user able search restaurant according several search option search option price destination restaurant type specific dish also free text search option user able select multiple search option one search,1,Portability
theme option provide theme option e g dark mode,setting menu facebook option delete saved username combination password regarding facebook,1,Usability
user able search site name description,design configuration management process flexible adaptable changing requirement,1,Usability
conduct survey gauge user satisfaction training,unit receive output sentence generic question construction unit input r4 2 1 3,1,Usability
wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,wcs system shall not ability include data region outside united state accessed user outside united state approved ccr management,0,Usability
mobile application search price desc user able input maximum minimum price range result displayed list view default,mobile application search not price desc user able input maximum minimum price range result displayed list view default,0,Fault Tolerance
user select topic search result list,retrieve password desc given user registered user able retrieve password e mail,1,Usability
efficiently manage resource avoid bottleneck,system shall user satisfaction rating least 4 5 5,1,Usability
delete dish given administrator logged administrator deletes dish deleted dish removed list dish,delete not dish given administrator logged administrator deletes dish deleted dish removed list dish,0,Operability
administrator unlink poi certain building floor room,deploy function faa environment better scalability,1,Look and Feel
product shall rollback capability revert previous stable state,user click link walking tour application respond walking tour page,1,Usability
manage legacy code clear documentation,manage legacy not code clear documentation,0,Usability
product shall internet browser independent product must run using internet explorer netscape navigator,product shall not internet browser independent product must not run using internet explorer netscape navigator,0,Portability
system shall used realtor no training,system shall provide visual confirmation successful completion user action checkmark success message,1,Usability
maintain consistent visual element e g button icon color across page provide unified predictable user experience,maintain consistent visual element e g button icon color across page not provide unified predictable user experience,0,Look and Feel
every user system shall authenticated authorized,implement sharded database distribute load,1,Security
product shall rollback capability revert previous stable state,implement interactive animation user engagement,1,Usability
text sent number sent api system reply user answer another text message,administrator modify list news rss feed available english,1,Usability
implement auto restart critical service,implement auto restart not critical service,0,Usability
administrator change icon used user interface sub apps main app not include external resource,administrator change icon used user interface sub apps main app not not include external resource,0,Look and Feel
continuously monitor performance metric,website shall prevent data corrupted incorrect data entered,1,Operability
system shall manage 300 concurrent data export,system shall not manage 300 concurrent data export,0,Scalability
automate recovery procedure minimize downtime,automate not recovery procedure minimize downtime,0,Availability
ensure application provides user friendly interface user role,ensure application provides user friendly interface not user role,0,Look and Feel
capacity overprovisioning overprovision capacity handle unexpected spike,application shall process 600 000 record batch processing job,1,Usability
provide easy find setting preference user customization,not provide easy find setting preference user customization,0,Usability
develop document redundancy plan critical system component,develop document redundancy not plan critical system component,0,Usability
comprehensive security documentation must maintained including security policy procedure configuration,use distributed caching solution,1,LEGAL
implement automated code review tool maintain code quality identify potential issue early,implement automated code not review tool maintain code quality identify potential issue early,0,Maintainability
implement snapshot based recovery mechanism fast data restoration,implement snapshot based not recovery mechanism fast data restoration,0,Fault Tolerance
product must offer tool system capacity planning forecasting,product must not offer tool system capacity planning forecasting,0,Usability
permit use unverified anonymous avatar alias,accuracy generic question constructionã â â ¹ part close 80%,1,Usability
set real time alert immediate notification system issue downtime,set not real time alert immediate notification system issue downtime,0,Availability
main menu contains launcher news app 3 1 4,main menu contains launcher news not app 3 1 4,0,Usability
change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,change update addition wcs system shall not updated wcs developer wcs user guide every change must reflected wcs system documentation,0,Look and Feel
link twitter setting menu,system shall offer automated reconciliation data system restart failover,1,Usability
application shall support 300 concurrent system integration,system shall maintain consistent performance 1 5 tb data,1,Scalability
perform regular availability audit identify address potential weakness,32 user shall able view least 25 nfl player statistic point page,1,Usability
possible pan map view,possible not pan map view,0,Portability
system must follow secure coding practice regularly test application vulnerability,system must not follow insecure coding practice regularly test application vulnerability,0,Security
product shall offer feature increase text size better readability,administrator change button used user interface sub apps main app not include external resource,1,Usability
response time shall fast enough maintain flow game response time shall no 2 second 95% response no 4 second remaining response,implement strict access control maintenance activity,1,Maintainability
download notify user new release desc new updated version release software released user check manually download new release done mobile phone way downloading mobile application,download notify user new release desc new updated version release software released user not check manually download new release not done mobile phone way downloading mobile application,0,Maintainability
provide customizable error reporting feature adapt different operational environment user need,performance support tool provide tool help user perform task easily,1,Fault Tolerance
new stylistic map right dimension,maintain visual consistency across screen,1,Usability
possible switch different mean transportation navigator,possible switch different mean not transportation navigator,0,Portability
application shall maximum latency 4 second high volume data import,product must include comprehensive error reporting system,1,Performance
siteâ page contain link walking direction tour,siteâ page not contain link walking direction tour,0,Usability
ensure consistent spacing padding,system shall undergo regular code review maintain code quality,1,Usability
search described requirement ucar406 ucar407 result displayed set event match search input,add new restaurant owner given administrator logged administrator creates new restaurant owner new restaurant owner added,1,Look and Feel
product shall support multiple user profile customizable setting different user role,product shall not support multiple user profile customizable setting different user role,0,Usability
use redundant dns service high availability,design system parallel processing handle large task,1,Usability
ensure help documentation context sensitive relevant,implement fluid layout better adaptability,1,Usability
implement end user notification planned maintenance unexpected downtime,system shall automatically scale resource handle increased load partial failure,1,Availability
product shall include feature user easily switch different account profile,product shall support integration industry standard tool system,1,Usability
communication security gist security communication system server scale message encrypted log communication others cannot get user name password message meter attempt get user name password obtained message 1000 log session testing must 100% communication message communication log session encrypted communication message defined every exchanged information client server,communication security gist security communication system server scale message not encrypted log communication others cannot get user name password message meter attempt get user name password obtained message 1000 log session testing must not 100% communication message communication log session not encrypted communication message defined every exchanged information client server,0,Operability
product shall designed modular upgrade feature enhancement,response time user authentication shall 2 second,1,Look and Feel
mobile application selecting information link desc user able select information link included result item link direct user information page includes picture restaurant restaurant name address phone number e mail address type food average price restaurant description menu name description price different dish,product shall include feature automated system update patch management,1,Usability
use middleware solution designed high availability manage system communication,system shall mechanism verify integrity backup data restoration,1,Look and Feel
system shall interface faculty central server,system shall not interface faculty central server,0,Look and Feel
main menu contains launcher encyclopedia app dutch language selected 3 1 7,system shall interface campusconnect central server,1,Usability
ensure user interface element accessible using screen reader,ensure user interface element inaccessible using screen reader,0,Look and Feel
user add many item want,user add many not item want,0,Usability
possible search certain building campus tu e address,shot marked hit product shall simulate sound shot hitting target,1,Look and Feel
application respond list thumbnail image site listed oldest newest year,application respond list thumbnail image site listed oldest not newest year,0,Usability
system shall include real time monitoring detect respond anomaly lead failure,system shall easy use caller supervisor caller supervisor must able accomplish system task within 2 minute,1,Fault Tolerance
90% untrained realtor shall able install product device without printed instruction,90% untrained realtor shall not able install product device without printed instruction,0,Portability
every registered user access product support site via internet 70% registered user shall find solution problem within 5 minute using support site,user able navigate using sub navigation icon access catalogue pdf 360 video contact rep representative,1,Usability
develop procedure managing incident minimize downtime,develop procedure not managing incident minimize downtime,0,Availability
system shall offer voice command major function accommodate user disability,provision allocate resource dynamically without requiring user input affecting user workflow,1,Usability
allow user create personalized dashboard,not allow user create personalized dashboard,0,Usability
allow user customize layout,not allow user customize layout,0,Look and Feel
system shall maintain consistent state across redundant component,application shall average response time 2 5 second data retrieval,1,Maintainability
use micro interaction enhance user experience,response time shall fast enough maintain flow game response time shall no 2 second 95% response no 4 second remaining response,1,Usability
verbiage used within system shall consistent standard english terminology national nursing community,verbiage used within system shall not consistent standard english terminology national nursing community,0,Operability
possible search certain poi campus tu e name,possible search certain poi campus tu not e name,0,Portability
conduct regular load testing ensure scalability,conduct not regular load testing ensure scalability,0,Scalability
provide customizable error reporting feature adapt different operational environment user need,integrate brand specific design element,1,Fault Tolerance
product shall designed easily configurable meet different user need,expand service add new component without requiring user restart session reconfigure setting,1,Look and Feel
system shall process real time data stream maximum latency 1 5 second,overall accuracy web apiã â â response measured using developer made testing set,1,Performance
allow user preview change finalizing,not allow user preview change finalizing,0,Usability
system shall ensure data integrity maintained recovery process,system shall not ensure data integrity maintained recovery process,0,Fault Tolerance
product must able interface various database management system product shall communicate successfully database management system 100% transaction,product must not able interface various database management system product shall not communicate successfully database management system 100% transaction,0,Look and Feel
product shall provide error tracking service product shall help system administrator dba resolve transaction error 99% time,product shall not provide error tracking service product shall not help system administrator dba resolve transaction error 99% time,0,Fault Tolerance
implement tool monitor health hardware software component continuously,ensure scaling mechanism abstracted end user unaware underlying infrastructure change,1,Operability
overall accuracy calculated dividing total number correct answer number question asked,use cloud provider offer high availability auto scaling feature,1,Usability
system shall provide detailed reporting fault tolerance event recovery effort,system shall not provide detailed reporting fault tolerance event recovery effort,0,Fault Tolerance
product shall provide immediate feedback user input error,product shall not provide immediate feedback user input error,0,Fault Tolerance
implement tool monitor health hardware software component continuously,certainly non functional requirement without heading,1,Operability
search described requirement ucar702 result displayed set topic,application shall run web application server,1,Look and Feel
application extendibility desc application easy extend code written way favor implementation new function,application extendibility desc application easy extend code written way not favor implementation new function,0,Maintainability
product shall rollback capability revert previous stable state,product shall not rollback capability revert previous stable state,0,Usability
system shall response time 2 second 95% user interaction,system shall implement automatic session timeout require authentication period inactivity,1,Performance
implement concurrency control mechanism efficient processing,implement concurrency not control mechanism efficient processing,0,Usability
use snapshot backup quick recovery,maintain parity development production environment,1,Fault Tolerance
continuously monitor system performance,continuously monitor not system performance,0,Operability
error process mean problem parsing sentence creating generic question case return message ã â å sorry didnã â â understand ã â â,mobile application search restaurant type desc user able select restaurant type given list input result displayed map view default,1,Fault Tolerance
product shall accuracy rate 99 9% data processing operation,allow user upload custom avatar,1,Operability
product shall support drag drop functionality file management,user required input data cell phone keypad,1,Usability
product shall include comprehensive quality assurance testing strategy,product shall not exclude comprehensive quality assurance testing strategy,0,Usability
system shall include mechanism validating effectiveness fault tolerance measure periodically,system shall not exclude mechanism validating effectiveness fault tolerance measure periodically,0,Fault Tolerance
system reliability gist reliability system scale reliability system give right result search meter measurement obtained 1000 search testing must 98% search plan 99% search wish 100% search,system reliability gist reliability system scale reliability system give right result search meter measurement obtained 1000 search testing must not 98% search plan 99% search wish 100% search,0,Scalability
implement comprehensive logging performance monitoring,implement not comprehensive logging performance monitoring,0,Operability
use multi cloud strategy better availability,new system version release shall released beginning nfl season,1,Usability
system must use valid ssl tl certificate secure communication,system must not use valid ssl tl certificate secure communication,0,Security
system shall offer auto save feature user generated content,system shall implement automated failover procedure critical component,1,Usability
system shall support multi tiered backup solution ensure comprehensive fault tolerance,system shall not support multi tiered backup solution ensure comprehensive fault tolerance,0,Fault Tolerance
product shall tested performance various load condition,adding information mandatory optional field given restaurant owner filled mandatory field form filled one optional field form restaurant owner submits form information restaurant added,1,Performance
ensure application support keyboard navigation functionality,ensure application support keyboard not navigation functionality,0,Usability
product must support internet explorer 5 5,product must not support internet explorer 5 5,0,Usability
product shall available normal business hour long user access client pc system available 99% time first six month operation,use api gateway manage scale api traffic,1,Availability
product shall available use 24 hour per day 365 day per year,perform impact analysis proposed change understand effect system implementation,1,Availability
design application minimize number step required complete task,certainly non functional requirement without heading,1,Look and Feel
unit list generic word related specifically potential query example building professor,third party service integrated system must adhere organization security standard undergo security assessment,1,Look and Feel
system shall provide continuous availability minimal downtime upgrade,allow user choose preferred font,1,Availability
change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,change update addition wcs system shall not updated wcs developer wcs user guide every change must not reflected wcs system documentation,0,Look and Feel
system shall mechanism verify integrity backup data restoration,overall accuracy calculated dividing total number correct answer number question asked,1,Usability
system must disaster recovery plan includes procedure restoring security setting data,change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,1,Fault Tolerance
system shall optimized usability desktop mobile device,system shall not optimized usability desktop mobile device,0,Portability
ensure system scale horizontally vertically,possible search person department,1,Scalability
code quality tool use static code analysis tool maintain code quality,implement continuous code quality check part development pipeline maintain high standard,1,Maintainability
case user enters username email password log system,implement auto restart critical service,1,Operability
product shall evaluated compliance industry specific regulation,mobile application profile page desc mobile application user profile page profile page user edit information includes password e mail address phone number user also able choose language mobile application set different language choice swedish english spanish french,1,LEGAL
include option switch light dark mode,include not option switch light dark mode,0,Usability
ensure system redundancy avoid single point failure,ensure system redundancy not avoid single point failure,0,Fault Tolerance
website shall prevent data corrupted incorrect data entered,product shall provide error tracking service product shall help system administrator dba resolve transaction error 99% time,1,Usability
design error message include actionable advice user,design error message include actionable not advice user,0,Fault Tolerance
failover mechanism implement automatic failover mechanism ensure continuity,failover mechanism implement automatic failover not mechanism ensure continuity,0,Fault Tolerance
ship sunk product shall simulate sound sinking ship,ship sunk product shall not simulate sound sinking ship,0,Usability
design system high availability minimal downtime,installing application itunes app store user asked login,1,Availability
administrator modify list tu e related facebook site,administrator not modify list tu e related facebook site,0,Maintainability
system reliability gist reliability system scale reliability system give right result search meter measurement obtained 1000 search testing must 98% search plan 99% search wish 100% search,search preferred repair facility shall take no longer 8 second preferred repair facility returned within 8 second,1,Scalability
response time shall fast enough maintain flow game response time shall no 2 second 95% response no 4 second remaining response,response time shall not fast enough maintain flow game response time shall not no 2 second 95% response no 4 second remaining response,0,Maintainability
product shall designed support high availability minimal downtime,product shall not designed support high availability minimal downtime,0,Availability
include image gallery showcasing content,exclude image gallery showcasing content,0,Usability
streaming movie buffering time take no longer 10 second plus latency user connection,use continuous integration streamline code update,1,Performance
accuracy generic answer populationã â â ¹ unit close 70%,accuracy generic answer not populationã â â ¹ unit close 70%,0,Portability
system must provide user friendly interface managing system setting,ensure even distribution load across node,1,Look and Feel
use version control system track change manage different version,use version control not system track change manage different version,0,Usability
mobile application filtering result desc viewing result list map user able filter result filtering menu filtering option include increasing decreasing maximum distance increasing decreasing maximum price choosing restaurant type choosing specific dish,mobile application filtering result desc viewing result list map user not able filter result filtering menu filtering option exclude increasing decreasing minimum distance increasing decreasing minimum price choosing restaurant type choosing specific dish,0,Portability
prominent search feature desc search feature prominent easy find user,product shall expected operate within maximum maintenance budget minimum 2 year,1,Usability
movie shall encoded 56k 256k stream,product shall protect identity player product shall provide player no access information might reveal identity another player,1,Usability
version control maintain version control quickly rollback case failure,version not control maintain version control quickly rollback case failure,0,Fault Tolerance
system shall comprehensive rollback plan failed update,replicate data across multiple geographic location,1,Fault Tolerance
system shall offer auto save feature user generated content,product must work database management system dbms market whether dbms colocated product machine located different machine computer network,1,Usability
ensure high availability failover mechanism,scale database vertically horizontally without user noticing change performance availability,1,Fault Tolerance
system shall easy use caller supervisor caller supervisor must able accomplish system task within 2 minute,system shall not easy use caller supervisor caller supervisor must not able accomplish system task within 2 minute,0,Usability
system shall include feature auditing user activity,system shall not exclude feature auditing user activity,0,Usability
product must include automated backup recovery capability,design application handle various user scenario gracefully,1,Fault Tolerance
image graphic use high quality image graphic,image graphic use not high quality image graphic,0,Usability
implement guided tour walk user key feature,set automatic reboots critical service recover unexpected failure,1,Look and Feel
use rate limiting service prevent overload,implement feedback system learn user experience,1,Scalability
implement effective log management practice,utilize managed service offload maintenance scaling,1,Operability
1000 access system system available 999 time,user add many item want,1,Availability
design touch interaction adequate spacing touch target,mobile application search result map view desc search result viewed map map relevant closest restaurant according userã â â position shown specific pin represent specific restaurant location pin information link maximally 100 result displayed map view default zoom map view include button selected display different filtering option filtering menu,1,Look and Feel
sub apps launcher main app deleted qualified programmer,sub not apps launcher main app deleted qualified programmer,0,Usability
product shall able handle 1500 simultaneous user system shall perform 1500 user time,system development process must include security consideration design deployment,1,Performance
system shall ensure data transaction completed successfully even component failure occurs,product shall ensure button link clickable no accidental click,1,Fault Tolerance
product shall include help button accessible every screen,product shall not exclude help button accessible every screen,0,Usability
system shall implement multi pathing technique avoid single point failure data path,product shall optimized performance across different device platform,1,Fault Tolerance
create onboarding playlist new user,create onboarding playlist not new user,0,Usability
ensure form include clear label instruction,maintain comprehensive system documentation,1,Usability
confirmed registration given restaurant owner applied verification not received confirmation e mail registration restaurant owner receives confirmation e mail restaurant owner able log,system shall provide error message clear suggest corrective action,1,Operability
scalable infrastructure use scalable infrastructure handle peak load,ensure system handle partial failure without impacting overall availability,1,Scalability
user able view next product swiping left right,user able view not next product swiping left right,0,Usability
create learning challenge motivate user,minimize latency data processing network communication,1,Usability
system shall capability restart service automatically failure,comprehensive documentation must provided component,1,Fault Tolerance
implement edge ai process data closer source,implement not edge ai process data closer source,0,Portability
product shall able installed specified environment within 1 working day,efficiently manage resource avoid bottleneck,1,Usability
delete existing restaurant owner given administrator logged administrator deletes existing restaurant owner restaurant owner deleted restaurant information deleted,delete existing restaurant owner given administrator logged administrator deletes existing restaurant owner restaurant owner not deleted restaurant information not deleted,0,Operability
izogn administrator must able update category listing website within 2 minute,izogn administrator must not able update category listing website within 2 minute,0,Maintainability
system shall provide mechanism real time data backup minimize data loss failure,system shall not provide mechanism real time data backup minimize data loss failure,0,Fault Tolerance
product shall support multiple language regional setting,user click link map site home page application respond campus map historical site placed,1,Usability
system shall not require additional third party license resulting royalty fee,system shall not not require additional third party license resulting royalty fee,0,Look and Feel
use external monitoring service provide independent check system availability,product shall ensure component tested isolation integration,1,Operability
disaster recovery develop comprehensive disaster recovery plan,disaster recovery not develop comprehensive disaster recovery plan,0,Fault Tolerance
define monitor slos ensure performance load,system shall built fault detection alert administrator potential issue escalate,1,Operability
system shall include self healing mechanism automatically address correct fault,manage api capacity rate limit background ensuring user not experience throttling interruption,1,Fault Tolerance
implement responsive typography better readability,use asynchronous processing handle high volume task,1,Usability
hardware supporting current website used support new system,hardware supporting current not website used support new system,0,Usability
graphical user interface splitpay designed usability first priority app presented organized manner visually appealing easy user navigate feedback visual cue notification inform user update pop ups provide user instruction,ensure navigation element consistently placed easily reachable,1,Look and Feel
user must receive security awareness training onboarding least annually thereafter,provide option user save manage setting preference,1,Security
