req_text_1,req_text_2,consistency_label,nfr_category
system shall ability detect correct transient fault automatically,new stylistic map geographically correct,1,Reliability
system shall capable performing full system reboot without impacting active user session,case item user want available exchange user request exchange item item want,1,Compatibility
interactive element clearly distinguish interactive element non interactive one,interactive element clearly distinguish interactive element non not interactive one,0,Usability
system shall provide clear consistent iconography throughout interface,scale resource geographically based user location,1,Reliability
primary database used store cached data active user,offer dynamic theme change based time day,1,Interoperability
user log mobile application desc given user registered user able log mobile application log information stored phone future user logged automatically,filling menu field given restaurant owner want fill menu field form restaurant owner provides dish name dish description dish price restaurant owner filled menu field form,1,Portability
user log mobile application desc given user registered user able log mobile application log information stored phone future user logged automatically,user log mobile application desc given user registered user able log mobile application log information stored phone future not user logged automatically,0,Flexibility
wcs system shall not allow automatic logins user cooky containing wcs login information user not stored user computer,wcs system shall not not allow automatic logins user cooky containing wcs login information user not stored user computer,0,Portability
system shall perform search maximum latency 4 second,system shall not perform search maximum latency 4 second,0,Security
ensure training material accessible user,administrator add edge path used route planner,1,Performance
system shall help user avoid making mistake scheduling class clinicals nursing student,system shall not help user avoid making mistake scheduling class clinicals nursing student,0,Usability
system shall include real time monitoring detect respond anomaly lead failure,system shall available use hour 8 6 pm,1,Portability
system shall allow easy addition removal user,system shall not allow easy addition removal user,0,Portability
aspect website shall accessed web browser internet,prominent search feature desc search feature prominent easy find user,1,Scalability
administrator modify list news rss feed available english,administrator modify list news rss feed unavailable english,0,Flexibility
change revenue expense formula must applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt 2 week allotted testing budget calculation conducted jointly project development team pcg finance,change revenue expense formula must not applied rf system every year prior budgeting process start revenue expense formula updated within one week receipt 2 week allotted testing budget calculation conducted jointly project development team pcg finance,0,Reliability
user location information deleted nightly via cron job,user location information not deleted nightly via cron job,0,Flexibility
application shall maximum response time 5 second complex search query,implement monitoring alerting scaling event,1,Scalability
product shall built using secure coding practice prevent vulnerability,product shall not built using secure coding practice prevent vulnerability,0,Interoperability
provision allocate resource dynamically without requiring user input affecting user workflow,provision allocate resource dynamically not without requiring user input affecting user workflow,0,Accuracy
use automated configuration management maintain consistency reduce manual error,use automated configuration management maintain consistency not reduce manual error,0,Interoperability
accepted input price destination search desc integer accepted input user search price destination system receives invalid input user informed prompted insert accepted input,accepted not input price destination search desc integer accepted input user search price destination system receives invalid input user informed prompted insert accepted input,0,Security
implement automated code review tool maintain code quality identify potential issue early,product shall include mechanism data consistency check operation,1,Compatibility
system shall provide robust framework fault isolation prevent cascading failure,system shall not provide robust framework fault isolation prevent cascading failure,0,Usability
system shall maintain database query response time 1 5 second 95% query,system shall not maintain database query response time 1 5 second 95% query,0,Maintainability
product shall easy customer novice skill internet purchase watch streaming movie customer able purchase watch pre determined movie 3 minute,product shall not easy customer novice skill internet purchase watch streaming movie customer able purchase watch pre determined movie 3 minute,0,Compatibility
product shall platform independent product shall enable access type development environment platform,product shall not platform independent product shall not enable access type development environment platform,0,Reliability
different search option evident simple easy understand,different search option not evident simple easy understand,0,Maintainability
design error message include actionable advice user,primary database used store cached data active user,1,Usability
aspect website shall accessed web browser internet,product shall built using secure coding practice prevent vulnerability,1,Reliability
provide way user view manage activity history,use dynamic feature toggle enable disable feature without requiring code change redeployment,1,Maintainability
administrator modify list agenda rss feed available english,product shall provide gui based monitoring service system administrator shall monitor message exchange predict determine problem provide internal external support,1,Compatibility
upon successful login user select following catalogue option use search function indicated search icon top right hand corner application,upon successful login user select following catalogue option use search function indicated search icon top right not hand corner application,0,Compatibility
system shall support real time data synchronization latency less 2 second,system shall not support real time data synchronization latency less 2 second,0,Reliability
implement continuous code quality check part development pipeline maintain high standard,regularly optimize code database query,1,Security
provide keyboard shortcut advanced user,not provide keyboard shortcut advanced user,0,Interoperability
design interactive element provide immediate feedback user action,implement scalable monitoring tool,1,Portability
application easily extendable maintainable able released open source application,information search method studenthandbook app restricted depending file format handbook information,1,Portability
gps connection desc application connected gps device,use interactive whiteboards collaborative learning,1,Maintainability
regularly review improve availability strategy,website must fully operational msn tv2,1,Accuracy
user create account security gist security creating account user system scale user want create account desired user name occupied user asked choose different user name meter measurement obtained 1000 hour usage testing must 100% time,user create account security gist security creating account user system scale user want create account desired user name occupied user not asked choose different user name meter measurement obtained 1000 hour usage testing must not 100% time,0,Maintainability
system shall include setting disable enable certain feature based user preference,filling menu field given restaurant owner want fill menu field form restaurant owner provides dish name dish description dish price restaurant owner filled menu field form,1,Interoperability
animation use subtle animation enhance user experience without distraction,product shall provide error log detailed information troubleshooting,1,Accuracy
product shall security product shall provide authentication authorization,setting menu facebook user save username combination password regarding facebook,1,Interoperability
edit existing restaurant owner given administrator logged administrator edits existing restaurant owner restaurant owner information updated,edit existing restaurant owner given administrator logged administrator edits existing restaurant owner restaurant owner information not updated,0,Performance
system shall let customer register website pay go user 5 minute,product must make use web application server technology open source example include apache web server tomcat jboss application server,1,Maintainability
deploy application across multiple region without user needing select aware geographic location,system shall capability restart service automatically failure,1,Scalability
maintain visual consistency across screen,user shall able reach add drop trade player page one click team owner page,1,Performance
support multimedia content within interface,system shall let izogn manager access sale usage statistic 2 minute,1,Usability
continuously monitor availability third party service integrated system,continuously monitor availability third not party service integrated system,0,Interoperability
allow user customize profile,application shall process 600 000 record batch processing job,1,Portability
different search option evident simple easy understand,product shall updated regular basis product new major feature introduced every six month quarterly maintenance release every six month,1,Scalability
use automated configuration management maintain consistency reduce manual error,system must use web application firewall wafs protect common web based attack,1,Performance
system availability gist availability system used scale average system availability not considering network failing meter measurement obtained 1000 hour usage testing must 98% time plan 99% time wish 100% time,system availability gist availability system used scale average system availability not considering network failing meter measurement obtained 1000 hour usage testing must not 98% time plan 99% time wish 100% time,0,Security
administrator change text element used user interface sub apps main app not include external resource,administrator change text element used user interface sub apps main app not exclude external resource,0,Maintainability
system shall employ error correction code maintain data integrity,system shall not employ error correction code maintain data integrity,0,Reliability
overall accuracy web apiã â â response measured using developer made testing set,overall accuracy web apiã not â â response measured using developer made testing set,0,Accuracy
mobile application switch result view desc user able switch map view list view search option,encryption key must managed securely periodic key rotation access limited authorized personnel,1,Compatibility
system shall support failback operation restore normal operation recovery failure,ensure redundant internet connection maintain connectivity outage,1,Scalability
user access limited permission granted role level pcg hierarchy assigned role user assigned role access functionality within rf system dependent privilege permission assigned role,user access not limited permission granted role level pcg hierarchy assigned role user assigned role access functionality within rf system dependent privilege permission assigned role,0,Usability
system shall maintain data processing speed maximum 15 000 record per minute,system shall not maintain data processing speed maximum 15 000 record per minute,0,Flexibility
deploy application across multiple region without user needing select aware geographic location,mobile application search desc given user logged mobile application first page shown search page user able search restaurant according several search option search option price destination restaurant type specific dish also free text search option user able select multiple search option one search,1,Portability
user able search site name description,design configuration management process flexible adaptable changing requirement,1,Reliability
conduct survey gauge user satisfaction training,unit receive output sentence generic question construction unit input r4 2 1 3,1,Reliability
wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,wcs system shall not ability include data region outside united state accessed user outside united state approved ccr management,0,Scalability
mobile application search price desc user able input maximum minimum price range result displayed list view default,mobile application search not price desc user able input maximum minimum price range result displayed list view default,0,Interoperability
user select topic search result list,retrieve password desc given user registered user able retrieve password e mail,1,Security
product shall internet browser independent product must run using internet explorer netscape navigator,product shall not internet browser independent product must not run using internet explorer netscape navigator,0,Portability
maintain consistent visual element e g button icon color across page provide unified predictable user experience,maintain consistent visual element e g button icon color across page not provide unified predictable user experience,0,Accuracy
every user system shall authenticated authorized,implement sharded database distribute load,1,Reliability
text sent number sent api system reply user answer another text message,administrator modify list news rss feed available english,1,Availability
administrator change icon used user interface sub apps main app not include external resource,administrator change icon used user interface sub apps main app not not include external resource,0,Interoperability
automate recovery procedure minimize downtime,automate not recovery procedure minimize downtime,0,Scalability
ensure application provides user friendly interface user role,ensure application provides user friendly interface not user role,0,Flexibility
provide easy find setting preference user customization,not provide easy find setting preference user customization,0,Scalability
comprehensive security documentation must maintained including security policy procedure configuration,use distributed caching solution,1,Scalability
implement automated code review tool maintain code quality identify potential issue early,implement automated code not review tool maintain code quality identify potential issue early,0,Performance
implement snapshot based recovery mechanism fast data restoration,implement snapshot based not recovery mechanism fast data restoration,0,Performance
change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,change update addition wcs system shall not updated wcs developer wcs user guide every change must reflected wcs system documentation,0,Scalability
perform regular availability audit identify address potential weakness,32 user shall able view least 25 nfl player statistic point page,1,Availability
system must follow secure coding practice regularly test application vulnerability,system must not follow insecure coding practice regularly test application vulnerability,0,Performance
product shall offer feature increase text size better readability,administrator change button used user interface sub apps main app not include external resource,1,Usability
response time shall fast enough maintain flow game response time shall no 2 second 95% response no 4 second remaining response,implement strict access control maintenance activity,1,Reliability
download notify user new release desc new updated version release software released user check manually download new release done mobile phone way downloading mobile application,download notify user new release desc new updated version release software released user not check manually download new release not done mobile phone way downloading mobile application,0,Scalability
provide customizable error reporting feature adapt different operational environment user need,performance support tool provide tool help user perform task easily,1,Flexibility
application shall maximum latency 4 second high volume data import,product must include comprehensive error reporting system,1,Reliability
product shall support multiple user profile customizable setting different user role,product shall not support multiple user profile customizable setting different user role,0,Accuracy
use redundant dns service high availability,design system parallel processing handle large task,1,Portability
ensure help documentation context sensitive relevant,implement fluid layout better adaptability,1,Interoperability
implement end user notification planned maintenance unexpected downtime,system shall automatically scale resource handle increased load partial failure,1,Scalability
product shall include feature user easily switch different account profile,product shall support integration industry standard tool system,1,Flexibility
communication security gist security communication system server scale message encrypted log communication others cannot get user name password message meter attempt get user name password obtained message 1000 log session testing must 100% communication message communication log session encrypted communication message defined every exchanged information client server,communication security gist security communication system server scale message not encrypted log communication others cannot get user name password message meter attempt get user name password obtained message 1000 log session testing must not 100% communication message communication log session not encrypted communication message defined every exchanged information client server,0,Scalability
mobile application selecting information link desc user able select information link included result item link direct user information page includes picture restaurant restaurant name address phone number e mail address type food average price restaurant description menu name description price different dish,product shall include feature automated system update patch management,1,Maintainability
use middleware solution designed high availability manage system communication,system shall mechanism verify integrity backup data restoration,1,Scalability
system shall interface faculty central server,system shall not interface faculty central server,0,Availability
ensure user interface element accessible using screen reader,ensure user interface element inaccessible using screen reader,0,Security
user add many item want,user add many not item want,0,Maintainability
system shall include real time monitoring detect respond anomaly lead failure,system shall easy use caller supervisor caller supervisor must able accomplish system task within 2 minute,1,Accuracy
90% untrained realtor shall able install product device without printed instruction,90% untrained realtor shall not able install product device without printed instruction,0,Accuracy
every registered user access product support site via internet 70% registered user shall find solution problem within 5 minute using support site,user able navigate using sub navigation icon access catalogue pdf 360 video contact rep representative,1,Performance
system shall offer voice command major function accommodate user disability,provision allocate resource dynamically without requiring user input affecting user workflow,1,Portability
allow user create personalized dashboard,not allow user create personalized dashboard,0,Maintainability
allow user customize layout,not allow user customize layout,0,Performance
system shall maintain consistent state across redundant component,application shall average response time 2 5 second data retrieval,1,Security
use micro interaction enhance user experience,response time shall fast enough maintain flow game response time shall no 2 second 95% response no 4 second remaining response,1,Compatibility
provide customizable error reporting feature adapt different operational environment user need,integrate brand specific design element,1,Security
product shall designed easily configurable meet different user need,expand service add new component without requiring user restart session reconfigure setting,1,Portability
system shall process real time data stream maximum latency 1 5 second,overall accuracy web apiã â â response measured using developer made testing set,1,Usability
allow user preview change finalizing,not allow user preview change finalizing,0,Security
system shall ensure data integrity maintained recovery process,system shall not ensure data integrity maintained recovery process,0,Reliability
product must able interface various database management system product shall communicate successfully database management system 100% transaction,product must not able interface various database management system product shall not communicate successfully database management system 100% transaction,0,Reliability
product shall provide error tracking service product shall help system administrator dba resolve transaction error 99% time,product shall not provide error tracking service product shall not help system administrator dba resolve transaction error 99% time,0,Usability
overall accuracy calculated dividing total number correct answer number question asked,use cloud provider offer high availability auto scaling feature,1,Accuracy
system shall provide detailed reporting fault tolerance event recovery effort,system shall not provide detailed reporting fault tolerance event recovery effort,0,Maintainability
product shall provide immediate feedback user input error,product shall not provide immediate feedback user input error,0,Reliability
application extendibility desc application easy extend code written way favor implementation new function,application extendibility desc application easy extend code written way not favor implementation new function,0,Maintainability
system shall response time 2 second 95% user interaction,system shall implement automatic session timeout require authentication period inactivity,1,Compatibility
use snapshot backup quick recovery,maintain parity development production environment,1,Portability
product shall accuracy rate 99 9% data processing operation,allow user upload custom avatar,1,Usability
use multi cloud strategy better availability,new system version release shall released beginning nfl season,1,Security
system must use valid ssl tl certificate secure communication,system must not use valid ssl tl certificate secure communication,0,Maintainability
system shall offer auto save feature user generated content,system shall implement automated failover procedure critical component,1,Compatibility
product shall available normal business hour long user access client pc system available 99% time first six month operation,use api gateway manage scale api traffic,1,Accuracy
system shall provide continuous availability minimal downtime upgrade,allow user choose preferred font,1,Scalability
change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,change update addition wcs system shall not updated wcs developer wcs user guide every change must not reflected wcs system documentation,0,Maintainability
system must disaster recovery plan includes procedure restoring security setting data,change update addition wcs system shall updated wcs developer wcs user guide every change must reflected wcs system documentation,1,Accuracy
system shall optimized usability desktop mobile device,system shall not optimized usability desktop mobile device,0,Availability
code quality tool use static code analysis tool maintain code quality,implement continuous code quality check part development pipeline maintain high standard,1,Scalability
case user enters username email password log system,implement auto restart critical service,1,Compatibility
ensure system redundancy avoid single point failure,ensure system redundancy not avoid single point failure,0,Security
website shall prevent data corrupted incorrect data entered,product shall provide error tracking service product shall help system administrator dba resolve transaction error 99% time,1,Maintainability
design error message include actionable advice user,design error message include actionable not advice user,0,Scalability
failover mechanism implement automatic failover mechanism ensure continuity,failover mechanism implement automatic failover not mechanism ensure continuity,0,Maintainability
design system high availability minimal downtime,installing application itunes app store user asked login,1,Performance
administrator modify list tu e related facebook site,administrator not modify list tu e related facebook site,0,Compatibility
response time shall fast enough maintain flow game response time shall no 2 second 95% response no 4 second remaining response,response time shall not fast enough maintain flow game response time shall not no 2 second 95% response no 4 second remaining response,0,Availability
product shall designed support high availability minimal downtime,product shall not designed support high availability minimal downtime,0,Maintainability
streaming movie buffering time take no longer 10 second plus latency user connection,use continuous integration streamline code update,1,Usability
accuracy generic answer populationã â â ¹ unit close 70%,accuracy generic answer not populationã â â ¹ unit close 70%,0,Compatibility
system must provide user friendly interface managing system setting,ensure even distribution load across node,1,Flexibility
mobile application filtering result desc viewing result list map user able filter result filtering menu filtering option include increasing decreasing maximum distance increasing decreasing maximum price choosing restaurant type choosing specific dish,mobile application filtering result desc viewing result list map user not able filter result filtering menu filtering option exclude increasing decreasing minimum distance increasing decreasing minimum price choosing restaurant type choosing specific dish,0,Availability
prominent search feature desc search feature prominent easy find user,product shall expected operate within maximum maintenance budget minimum 2 year,1,Performance
version control maintain version control quickly rollback case failure,version not control maintain version control quickly rollback case failure,0,Flexibility
system shall comprehensive rollback plan failed update,replicate data across multiple geographic location,1,Compatibility
system shall offer auto save feature user generated content,product must work database management system dbms market whether dbms colocated product machine located different machine computer network,1,Reliability
ensure high availability failover mechanism,scale database vertically horizontally without user noticing change performance availability,1,Maintainability
system shall easy use caller supervisor caller supervisor must able accomplish system task within 2 minute,system shall not easy use caller supervisor caller supervisor must not able accomplish system task within 2 minute,0,Availability
system shall include feature auditing user activity,system shall not exclude feature auditing user activity,0,Scalability
product must include automated backup recovery capability,design application handle various user scenario gracefully,1,Scalability
implement guided tour walk user key feature,set automatic reboots critical service recover unexpected failure,1,Accuracy
product shall able handle 1500 simultaneous user system shall perform 1500 user time,system development process must include security consideration design deployment,1,Security
system shall ensure data transaction completed successfully even component failure occurs,product shall ensure button link clickable no accidental click,1,Reliability
product shall include help button accessible every screen,product shall not exclude help button accessible every screen,0,Security
system shall implement multi pathing technique avoid single point failure data path,product shall optimized performance across different device platform,1,Availability
create onboarding playlist new user,create onboarding playlist not new user,0,Reliability
scalable infrastructure use scalable infrastructure handle peak load,ensure system handle partial failure without impacting overall availability,1,Security
user able view next product swiping left right,user able view not next product swiping left right,0,Maintainability
create learning challenge motivate user,minimize latency data processing network communication,1,Maintainability
system shall capability restart service automatically failure,comprehensive documentation must provided component,1,Usability
izogn administrator must able update category listing website within 2 minute,izogn administrator must not able update category listing website within 2 minute,0,Availability
system shall provide mechanism real time data backup minimize data loss failure,system shall not provide mechanism real time data backup minimize data loss failure,0,Maintainability
use external monitoring service provide independent check system availability,product shall ensure component tested isolation integration,1,Portability
disaster recovery develop comprehensive disaster recovery plan,disaster recovery not develop comprehensive disaster recovery plan,0,Scalability
system shall include self healing mechanism automatically address correct fault,manage api capacity rate limit background ensuring user not experience throttling interruption,1,Accuracy
graphical user interface splitpay designed usability first priority app presented organized manner visually appealing easy user navigate feedback visual cue notification inform user update pop ups provide user instruction,ensure navigation element consistently placed easily reachable,1,Portability
user must receive security awareness training onboarding least annually thereafter,provide option user save manage setting preference,1,Scalability
scale database vertically horizontally without user noticing change performance availability,scale database not vertically horizontally without user noticing change performance availability,0,Compatibility
provide option user import export data,brio portion wcs system must able export file spreadsheet form microsoft excel lotus 1 2 3 format brio provide button user interface produce export report xl 123 file format,1,Performance
achieve high throughput data intensive operation,system shall provide automated alert administrator upon detection failure,1,Maintainability
system shall include built user guide easily searchable,system shall not include built user guide easily searchable,0,Reliability
system shall include setting disable enable certain feature based user preference,system shall not include setting disable enable certain feature based user preference,0,Accuracy
business continuity planning develop business continuity plan maintain operation major disruption,business continuity planning develop business continuity plan maintain operation not major disruption,0,Interoperability
hazard user using device not driving,hazard user using device not not driving,0,Interoperability
case user add many item want user also set price set amount upload picture item add detail item,performance not issue server query involve small piece data changing screen require little computation thus occur quickly server update take second long phone maintain steady signal cost division algorithm used application highly efficient taking fraction second compute,1,Interoperability
aspect website shall accessed web browser internet,wcs system shall ability include data region outside united state accessed user outside united state approved ccr management,1,Scalability
administrator change icon used user interface sub apps main app not include external resource,ensure user input field clearly labeled easy understand,1,Usability
team owner need use username password order authenticated reach team owner page,administrator change text element used user interface sub apps main app not include external resource,1,Portability
system shall accessed authorized corporate community grant ccr employee user must authenticated using ibm intranet username password,interface shall simple look interface usability survey 90% beta tester must report interface adequately simple,1,Maintainability
use middleware solution designed high availability manage system communication,provide way user view manage activity history,1,Scalability
application shall maintain average throughput 150 request per second,mobile application profile page desc mobile application user profile page profile page user edit information includes password e mail address phone number user also able choose language mobile application set different language choice swedish english spanish french,1,Availability
system shall provide robust framework fault isolation prevent cascading failure,possible ã â å likeã â â certain event,1,Usability
perform regular availability audit identify address potential weakness,possible close calendar view,1,Interoperability
system shall support use redundant power source prevent outage due power failure,system shall not support use redundant power source prevent outage due power failure,0,Compatibility
product shall designed easily configurable meet different user need,use policy based scaling predictable scaling behavior,1,Compatibility
system shall use organization standard virus protection software help monitor threat,implement continuous code quality check part development pipeline maintain high standard,1,Flexibility
provide visual feedback user action,not provide visual feedback user action,0,Portability
website must interface cybersource api process credit card transaction,website must not interface cybersource api process credit card transaction,0,Compatibility
retrieve password desc given user registered user able retrieve password e mail,select french preferred language given administrator want select preferred language administrator selects french new language web portal show text french,1,Interoperability
system shall include feature user account management auditing,product shall provide performance benchmark different system configuration,1,Interoperability
system shall maintain operational functionality degraded performance partial failure,system shall not maintain operational functionality degraded performance partial failure,0,Security
ensure redundant internet connection maintain connectivity outage,ensure redundant internet connection not maintain connectivity outage,0,Compatibility
product shall interface choice part system provides feed recycled part data,deploy high availability network appliance,1,Accuracy
system shall basic data integrity checking reduce possibility incorrect invalid data introduced,provide multi language support accommodate diverse user base,1,Availability
design interactive element provide immediate feedback user action,link twitter setting menu,1,Flexibility
purchasing streaming movie pre paid card via credit card processing time maximum response time 15 second,purchasing streaming movie pre paid not card via credit card processing time maximum response time 15 second,0,Compatibility
product shall include tool easy troubleshooting diagnostics,product shall not exclude tool easy troubleshooting diagnostics,0,Portability
mobile application sorting result desc viewing result list user able sort result according price distance restaurant type specific dish restaurant name sorting restaurant name specific dish restaurant type result ordered alphabetically sorting price result ordered cheapest expensive sorting distance result ordered closet furthest distance according userã â â position sort button specific search option clicked order reversed ordered descending matter sort button clicked order result reversed,mobile application sorting result desc viewing result list user not able sort result according price distance restaurant type specific dish restaurant name sorting restaurant name specific dish restaurant type result not ordered alphabetically sorting price result not ordered cheapest expensive sorting distance result not ordered closet furthest distance according userã â â position sort button specific search option clicked order not reversed ordered descending matter sort button clicked order result not reversed,0,Maintainability
interface user automated system shall maximum response time 5 second unless noted exception,interface user automated system shall not maximum response time 5 second unless noted exception,0,Flexibility
use redundant dns service high availability,use redundant dns service not high availability,0,Reliability
system must use point click interface 100% selection navigation functionality must able activated selected either mouse keyboard,system shall utilize currently owned computer equipment,1,Flexibility
user click thumbnail image siteâ page application replace siteâ image medium sized clicked image,user click thumbnail image siteâ page application not replace siteâ image medium sized clicked image,0,Accuracy
administrator modify list agenda rss feed available english,dependency management dependency explicitly declared managed,1,Availability
product shall able handle 1500 simultaneous user system shall perform 1500 user time,product shall not able handle 1500 simultaneous user system shall not perform 1500 user time,0,Security
admin account security gist security admin account scale admin ip address not able log web portal certain time period three time failed log attempt meter 1000 attempt log lock period user account locked failed log attempt three time must locking period half hour period log function disabled,admin account security gist security admin account scale admin ip address not able log web portal certain time period three time failed log attempt meter 1000 attempt log lock period user account locked failed log attempt three time must not locking period not half hour period log function disabled,0,Performance
use interactive widget better engagement,system must documented process applying testing security patch,1,Interoperability
update page link site nearby,integrate issue tracking system manage address maintenance related issue efficiently,1,Scalability
user click link browse site home page system respond list link site z sorted site name,dependency management dependency explicitly declared managed,1,Reliability
user select topic search result list,user select not topic search result list,0,Availability
system shall ensure failed component replaced repaired within predefined time frame,product shall use symbol word naturally understandable user familiar website,1,Availability
fast response average time server respond question testing set less equal 2 second,fast response average time server respond not question testing set less equal 2 second,0,Security
system shall provide real time alert system failure critical issue,system shall not provide real time alert system failure critical issue,0,Interoperability
designated phone number user send text ã â â ¹,manage legacy code clear documentation,1,Reliability
team owner need use username password order authenticated reach team owner page,team not owner need use username password order authenticated reach team owner page,0,Reliability
36 system shall support voice guided navigation visually impaired user,36 system shall not support voice guided navigation visually impaired user,0,Performance
website shall prevent data corrupted incorrect data entered,primary database used store cached data active user,1,Performance
user able search site name description,user not able search site name description,0,Usability
system shall user satisfaction rating least 4 5 5,provide user clear path troubleshooting issue,1,Accuracy
error message display clear user friendly error message,system shall include built user guide easily searchable,1,Usability
regularly conduct failover drill test effectiveness failover process,manage api capacity rate limit background ensuring user not experience throttling interruption,1,Availability
user must receive security awareness training onboarding least annually thereafter,user must not receive security awareness training onboarding least annually thereafter,0,Portability
new user shall able navigate league team page within 30 second reaching start page,editing information given restaurant owner logged information exists restaurant owner edits information information edited,1,Performance
user interface shall support customizable theme enhance readability accessibility,system shall allow quick rollback previous stable state new update cause failure,1,Scalability
system must disaster recovery plan includes procedure restoring security setting data,system must not disaster recovery plan includes procedure restoring security setting data,0,Compatibility
editing existing restaurant type given administrator logged administrator edits existing restaurant type restaurant type updated list restaurant type,editing existing restaurant type given administrator logged administrator edits existing restaurant type restaurant type not updated list restaurant type,0,Usability
system shall include built fault recovery procedure software bug crash,system shall not exclude built fault recovery procedure software bug crash,0,Reliability
system shall use redundant internet connection avoid connectivity issue network failure,perform stress testing identify breaking point,1,Scalability
application shall maximum response time 5 second complex search query,application shall not minimum response time 5 second complex search query,0,Reliability
setting menu facebook option delete saved username combination password regarding facebook,product shall poll system message every second product shall poll system new message maximum every 1 second,1,Accuracy
design system high availability minimal downtime,system must provide user friendly interface managing system setting,1,Security
system designed modular component ease update replacement,product shall include feature real time system performance metric,1,Accuracy
primary database used store cached data active user,visual hierarchy establish clear visual hierarchy guide user attention,1,Usability
system shall include feature user account management auditing,animation use subtle animation enhance user experience without distraction,1,Maintainability
system shall provide detailed log fault occurrence recovery action audit analysis,system shall error rate less 0 01% critical calculation,1,Usability
service level monitoring monitor service level ensure compliance availability requirement,service level monitoring monitor service level ensure not compliance availability requirement,0,Security
system shall automatically scale resource handle increased load partial failure,provide customizable error reporting feature adapt different operational environment user need,1,Interoperability
ensure data partitioning sharding managed transparently without user needing aware data distribution,system must support real time update without requiring user intervention,1,Flexibility
code quality tool use static code analysis tool maintain code quality,scalability maintenance system support scalability without extensive rework,1,Security
automate recovery procedure minimize downtime,system shall use redundant network path maintain connectivity primary path fails,1,Maintainability
mobile application switch result view desc user able switch map view list view search option,mobile application switch result view desc user not able switch map view list view search option,0,Availability
ensure system reliable minimal downtime,ensure system unreliable minimal downtime,0,Maintainability
include help button feature every page quick assistance,fau class contains requirement recording occurrence security relevant event take place tsf control family identifies level auditing enumerates type event shall auditable tsf identifies minimum set audit related information provided within various audit record type following extended requirement fau class included st operational environment capable providing security audit generation tsf function,1,Availability
use multiple geographic data center provide redundancy geographic failover,website must interface cybersource api process credit card transaction,1,Usability
